PCA1,PCA2,Cluster
-2.2125194298424242,0.03754314822532678,3
-2.01210690241146,1.1355447947173942,1
-0.9725429418264376,1.0975491214595081,1
2.113923224231848,0.07846126908665868,2
-0.7132816143243603,0.8893721990064531,1
-3.0425809872137703,0.02193883293776122,3
-1.1690240169826078,0.7588358501655703,1
1.6541490679129636,1.0388329836885015,4
2.898762450836184,0.23850188338922046,2
0.020885447421573056,0.3663407025505199,4
1.2968072568493008,1.9047022666082327,4
1.8535556448545027,0.2223123457692962,2
-0.8526932401943743,-0.4616828451231618,0
-0.8937037408913273,-0.4367202156242664,0
-1.5537678268209474,-0.26897393448251117,0
-1.3587715370854614,-0.7584457520070442,0
-1.8245509085761744,1.4215860074464972,1
-1.7054233394189233,0.04349460766318891,0
0.3460304475116447,-0.11457421454309585,4
1.6935037358806224,-0.37687835788907353,2
-0.33990613285841564,-0.7238983787819363,0
-1.7239214284266646,1.5942489061256853,1
1.9097200864454282,-0.29593356173601704,2
-2.1502901147469884,-0.2053112481992289,3
-0.3228293808311819,-0.9948238623705778,0
-1.2376856351812753,1.3033125162340122,1
2.1749798256737987,0.3530697517016806,2
-0.2778308491624812,-0.4930165662985137,0
0.39601265853311673,0.2526429688023058,4
2.0761876439523106,0.012138948568362451,2
-0.6890946156280437,-0.40534570951693494,0
-0.16768388329404638,-0.9413784651742803,0
-4.118298201107024,-0.4727632023776664,3
-2.8522999434795833,1.5956555733775255,1
-1.976029564204114,-0.543708784828949,3
-1.0929906111574357,-0.44833986686486643,0
2.493268215638811,-0.5231463099114587,2
2.5986358294439764,-0.025645003817972245,2
-0.9525729270134646,1.723893733389502,1
-2.0969251565632088,-0.30928440569999466,3
-2.04169157321539,-0.36092340991344635,3
2.1587405004139826,2.072730948646561,4
0.9220765993567426,-0.08207305900013279,4
-1.2439470867702835,1.0401698992595334,1
2.558866877828348,-0.23578859281228365,2
1.9017996630283407,-0.3328073476991863,2
-1.2233220619546403,0.6044312192719086,1
-2.8166347102930707,-0.038343369506256775,3
2.0704003691407213,-0.008333140745575618,2
-2.7133295769103576,-0.0028826879260696048,3
-0.664469646607582,1.4877793250433926,1
-1.810121808429438,1.7332085111481725,1
1.3886984060068865,-1.2044680247190962,2
-0.6378053821336291,0.5108055819484165,0
2.562429293988405,-0.5418778640900037,2
-0.11952389042163791,0.013366970980546788,0
-0.5967816155515817,-0.9791610846831498,0
-1.860652958522267,-1.0163879230621204,3
1.2937986461446505,1.420012332923427,4
-0.1215349998125782,0.5061869548701035,4
0.5281574338458537,-0.08172185488643807,4
-1.6059439625250231,0.2944814503442546,0
-2.02437492652739,-0.6969045846405107,3
-0.8230155228979859,0.0652873047080883,0
-1.552150517500344,-0.09807822064986926,0
-0.29961590599539467,-1.620630949820648,0
-3.298236637759015,0.9557600287660106,1
1.1536950179219496,0.051094303594099,4
2.5270785052982903,-0.49626124862016086,2
2.853460834108067,0.041187964572038716,2
-1.4847498409107678,0.5047733070121121,1
2.593125687921099,-0.14920821702632736,2
-0.5914086723829639,-0.015556432168186862,0
2.0967816399813675,0.4351658982828533,2
2.5648376150928276,0.06764512134358619,2
3.2004009486765295,-0.9692796640554122,2
2.8387989834018836,0.30060565603125194,2
-0.5487887053006562,0.9347983056731244,1
-1.6663021072991338,-0.7499290508711602,0
-2.0713826704791405,-1.486719580340311,3
3.1668602158834873,0.6791856989148313,2
2.7081817427725334,0.1308284137898434,2
3.047240775525206,0.9827033340570213,2
2.5679162453670497,-0.020480565730393196,2
-1.0086705808265917,-0.4059645028769564,0
-0.19859044885551191,1.2617414569990784,4
2.053846809006802,0.05044268841263683,2
-1.2940853649556947,1.6648998015540293,1
-1.1038078743293973,2.3507305351596095,1
-0.754231711645376,-0.7703937234964082,0
-1.6816264839386308,-0.1733919644505915,0
-1.0535091151067646,-1.0215607607351225,0
-1.0646795819907,-0.7282316457341624,0
2.4597894586293303,-0.5854285254816134,2
2.7170234346496978,-0.3318423203540104,2
-2.3518914210173194,-1.0177711185011205,3
1.9683642341207963,1.43193367054429,4
1.6434052899067555,-0.5183907993770994,2
3.3139666989833523,-0.8494846396298994,2
2.0486579465860335,-0.04809361223525105,2
-0.9269628595971828,-0.5373681835354938,0
0.4864830423909561,-0.0773639824197232,4
-0.6193444869123326,0.19549885859558375,0
-0.6058512121981794,-0.7712110951339151,0
0.7657529114321535,-0.49391062264821417,4
0.6504169859583353,-0.6742805241315253,0
-3.2099292987431016,-0.26451979925761615,3
-1.0300453852658702,1.2942639610037294,1
2.827748386834157,0.43728220880399243,2
1.7844294810439396,-0.6543240241159741,2
-0.894736804825507,-0.6449428058749926,0
2.887554012586412,0.2026489466156131,2
1.347364842887513,1.5857022187193142,4
-0.41064723698547145,-0.38778634863157563,0
1.846471013853026,-0.5998756364363735,2
1.80916948725306,-0.48528841006500556,2
0.6848374410286917,-0.1493401855860928,4
-1.8735192505282032,0.026699108143299677,0
1.8695297409183502,-0.4891509221918433,2
2.0379956294416006,-0.18379451325036167,2
1.8525500704955382,-0.01840892432148622,2
-1.8432502656443883,1.385318000380581,1
